Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
aubergine-mit-knoblauch,Aubergine mit Knoblauch,<p>Aubergine mit Knoblauch — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,4250368101048,,shopify,100,deny,manual,2.99,,TRUE,TRUE,4250368101048,,1,Aubergine mit Knoblauch,FALSE,Aubergine mit Knoblauch | A&A International Supermarkt,Buy Aubergine mit Knoblauch at A&A International Supermarkt. Packaged Goods — authentic international products.,active
rosen-blumen-marmelade,Rosen Blumen Marmelade,<p>Rosen Blumen Marmelade — Jams & Preserves</p>,A&A International Supermarkt,Food & Grocery,Jams & Preserves,"jams,-preserves",TRUE,Size,Stk,4250368104292,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4250368104292,,1,Rosen Blumen Marmelade,FALSE,Rosen Blumen Marmelade | A&A International Supermarkt,Buy Rosen Blumen Marmelade at A&A International Supermarkt. Jams & Preserves — authentic international products.,active
1amp1-zitronen-marmelade,1&amp;1 Zitronen Marmelade,<p>1&amp;1 Zitronen Marmelade — Jams & Preserves</p>,A&A International Supermarkt,Food & Grocery,Jams & Preserves,"jams,-preserves",TRUE,Size,Stk,6261004494712,,shopify,100,deny,manual,2.99,,TRUE,TRUE,6261004494712,,1,1&amp;1 Zitronen Marmelade,FALSE,1&amp;1 Zitronen Marmelade | A&A International Supermarkt,Buy 1&amp;1 Zitronen Marmelade at A&A International Supermarkt. Jams & Preserves — authentic international products.,active
1amp1-sauerkirsch-marmelade,1&amp;1 Sauerkirsch Marmelade,<p>1&amp;1 Sauerkirsch Marmelade — Jams & Preserves</p>,A&A International Supermarkt,Food & Grocery,Jams & Preserves,"jams,-preserves",TRUE,Size,Stk,6261004470815,,shopify,100,deny,manual,2.99,,TRUE,TRUE,6261004470815,,1,1&amp;1 Sauerkirsch Marmelade,FALSE,1&amp;1 Sauerkirsch Marmelade | A&A International Supermarkt,Buy 1&amp;1 Sauerkirsch Marmelade at A&A International Supermarkt. Jams & Preserves — authentic international products.,active
berberitz-marmelade,Berberitz Marmelade,<p>Berberitz Marmelade — Jams & Preserves</p>,A&A International Supermarkt,Food & Grocery,Jams & Preserves,"jams,-preserves",TRUE,Size,Stk,4250368104278,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4250368104278,,1,Berberitz Marmelade,FALSE,Berberitz Marmelade | A&A International Supermarkt,Buy Berberitz Marmelade at A&A International Supermarkt. Jams & Preserves — authentic international products.,active
erdbeer-marmelade,Erdbeer Marmelade,<p>Erdbeer Marmelade — Jams & Preserves</p>,A&A International Supermarkt,Food & Grocery,Jams & Preserves,"jams,-preserves",TRUE,Size,Stk,4250368104308,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4250368104308,,1,Erdbeer Marmelade,FALSE,Erdbeer Marmelade | A&A International Supermarkt,Buy Erdbeer Marmelade at A&A International Supermarkt. Jams & Preserves — authentic international products.,active
kaki,Kaki,<p>Kaki — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,4250368110484,,shopify,100,deny,manual,3.99,,TRUE,TRUE,4250368110484,,1,Kaki,FALSE,Kaki | A&A International Supermarkt,Buy Kaki at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
pflaume,Pflaume,<p>Pflaume — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,4250368110446,,shopify,100,deny,manual,3.99,,TRUE,TRUE,4250368110446,,1,Pflaume,FALSE,Pflaume | A&A International Supermarkt,Buy Pflaume at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
mango,,,A&A International Supermarkt,,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,4250368110460,,shopify,100,deny,manual,3.99,,TRUE,TRUE,4250368110460,,,,FALSE,,,active
do-ghazal-gruen-tee,Do Ghazal Grün Tee,<p>Do Ghazal Grün Tee — Tea & Coffee</p>,A&A International Supermarkt,Food & Grocery,Tea & Coffee,"tea,-coffee",TRUE,Size,Stk,4796002511878,,shopify,100,deny,manual,6.99,,TRUE,TRUE,4796002511878,,1,Do Ghazal Grün Tee,FALSE,Do Ghazal Grün Tee | A&A International Supermarkt,Buy Do Ghazal Grün Tee at A&A International Supermarkt. Tea & Coffee — authentic international products.,active
do-ghazal-cardamon,Do Ghazal Cardamon,<p>Do Ghazal Cardamon — Tea & Coffee</p>,A&A International Supermarkt,Food & Grocery,Tea & Coffee,"tea,-coffee",TRUE,Size,Stk,5014176007737,,shopify,100,deny,manual,7.99,,TRUE,TRUE,5014176007737,,1,Do Ghazal Cardamon,FALSE,Do Ghazal Cardamon | A&A International Supermarkt,Buy Do Ghazal Cardamon at A&A International Supermarkt. Tea & Coffee — authentic international products.,active
do-ghazal-schwarz-tee,Do Ghazal Schwarz Tee,<p>Do Ghazal Schwarz Tee — Tea & Coffee</p>,A&A International Supermarkt,Food & Grocery,Tea & Coffee,"tea,-coffee",TRUE,Size,Stk,5014176007539,,shopify,100,deny,manual,7.99,,TRUE,TRUE,5014176007539,,1,Do Ghazal Schwarz Tee,FALSE,Do Ghazal Schwarz Tee | A&A International Supermarkt,Buy Do Ghazal Schwarz Tee at A&A International Supermarkt. Tea & Coffee — authentic international products.,active
do-ghazal-standart,Do Ghazal Standart,<p>Do Ghazal Standart — Tea & Coffee</p>,A&A International Supermarkt,Food & Grocery,Tea & Coffee,"tea,-coffee",TRUE,Size,Stk,5014176007522,,shopify,100,deny,manual,8.99,,TRUE,TRUE,5014176007522,,1,Do Ghazal Standart,FALSE,Do Ghazal Standart | A&A International Supermarkt,Buy Do Ghazal Standart at A&A International Supermarkt. Tea & Coffee — authentic international products.,active
getrocknete-pflaume,Getrocknete Pflaume,<p>Getrocknete Pflaume — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,4250368101796,,shopify,100,deny,manual,4.99,,TRUE,TRUE,4250368101796,,1,Getrocknete Pflaume,FALSE,Getrocknete Pflaume | A&A International Supermarkt,Buy Getrocknete Pflaume at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
kuemmelextrakt,Kümmelextrakt,<p>Kümmelextrakt — Sauces & Condiments</p>,A&A International Supermarkt,Food & Grocery,Sauces & Condiments,"sauces,-condiments",TRUE,Size,Stk,4250368104568,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4250368104568,,1,Kümmelextrakt,FALSE,Kümmelextrakt | A&A International Supermarkt,Buy Kümmelextrakt at A&A International Supermarkt. Sauces & Condiments — authentic international products.,active
aegyptische-weidenwasser,Ägyptische Weidenwasser,<p>Ägyptische Weidenwasser — Sauces & Condiments</p>,A&A International Supermarkt,Food & Grocery,Sauces & Condiments,"sauces,-condiments",TRUE,Size,Stk,4250368104520,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4250368104520,,1,Ägyptische Weidenwasser,FALSE,Ägyptische Weidenwasser | A&A International Supermarkt,Buy Ägyptische Weidenwasser at A&A International Supermarkt. Sauces & Condiments — authentic international products.,active
dillextrakt,Dillextrakt,<p>Dillextrakt — Sauces & Condiments</p>,A&A International Supermarkt,Food & Grocery,Sauces & Condiments,"sauces,-condiments",TRUE,Size,Stk,4250368104551,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4250368104551,,1,Dillextrakt,FALSE,Dillextrakt | A&A International Supermarkt,Buy Dillextrakt at A&A International Supermarkt. Sauces & Condiments — authentic international products.,active
mehr-pflanzenextrakt,Mehr Pflanzenextrakt,<p>Mehr Pflanzenextrakt — Sauces & Condiments</p>,A&A International Supermarkt,Food & Grocery,Sauces & Condiments,"sauces,-condiments",TRUE,Size,Stk,4250368104582,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4250368104582,,1,Mehr Pflanzenextrakt,FALSE,Mehr Pflanzenextrakt | A&A International Supermarkt,Buy Mehr Pflanzenextrakt at A&A International Supermarkt. Sauces & Condiments — authentic international products.,active
erdrauchwasser,Erdrauchwasser,<p>Erdrauchwasser — Sauces & Condiments</p>,A&A International Supermarkt,Food & Grocery,Sauces & Condiments,"sauces,-condiments",TRUE,Size,Stk,4250368104537,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4250368104537,,1,Erdrauchwasser,FALSE,Erdrauchwasser | A&A International Supermarkt,Buy Erdrauchwasser at A&A International Supermarkt. Sauces & Condiments — authentic international products.,active
getrocknete-feigen,Getrocknete Feigen,<p>Getrocknete Feigen — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,4250368100874,,shopify,100,deny,manual,5.99,,TRUE,TRUE,4250368100874,,1,Getrocknete Feigen,FALSE,Getrocknete Feigen | A&A International Supermarkt,Buy Getrocknete Feigen at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
suppen-nudel,Suppen Nudel,<p>Suppen Nudel — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,4250368105657,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4250368105657,,1,Suppen Nudel,FALSE,Suppen Nudel | A&A International Supermarkt,Buy Suppen Nudel at A&A International Supermarkt. Packaged Goods — authentic international products.,active
chiasamen,Chiasamen,<p>Chiasamen — Spices & Masalas</p>,A&A International Supermarkt,Food & Grocery,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,4250368105923,,shopify,100,deny,manual,2.99,,TRUE,TRUE,4250368105923,,1,Chiasamen,FALSE,Chiasamen | A&A International Supermarkt,Buy Chiasamen at A&A International Supermarkt. Spices & Masalas — authentic international products.,active
sonne,Sonne,<p>Sonne — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,4250368100010,,shopify,100,deny,manual,4.99,,TRUE,TRUE,4250368100010,,1,Sonne,FALSE,Sonne | A&A International Supermarkt,Buy Sonne at A&A International Supermarkt. Rice & Grains — authentic international products.,active
rohzucker,Rohzucker,<p>Rohzucker — Tea & Coffee</p>,A&A International Supermarkt,Food & Grocery,Tea & Coffee,"tea,-coffee",TRUE,Size,Stk,2377772013346,,shopify,100,deny,manual,3.79,,TRUE,TRUE,2377772013346,,1,Rohzucker,FALSE,Rohzucker | A&A International Supermarkt,Buy Rohzucker at A&A International Supermarkt. Tea & Coffee — authentic international products.,active
monster-mango,Monster Mango,<p>Monster Mango — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,5060517888510,,shopify,100,deny,manual,2.50,,TRUE,TRUE,5060517888510,,1,Monster Mango,FALSE,Monster Mango | A&A International Supermarkt,Buy Monster Mango at A&A International Supermarkt. Beverages — authentic international products.,active
cockis,Cockis,<p>Cockis — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,6260501001621,,shopify,100,deny,manual,1.99,,TRUE,TRUE,6260501001621,,1,Cockis,FALSE,Cockis | A&A International Supermarkt,Buy Cockis at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
sonne,,,A&A International Supermarkt,,Rice & Grains,"rice,-grains",TRUE,Size,Stk,2377772013377,,shopify,100,deny,manual,19.00,,TRUE,TRUE,2377772013377,,,,FALSE,,,active
layla-extra-long,Layla Extra Long,<p>Layla Extra Long — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,5020580004965,,shopify,100,deny,manual,22.00,,TRUE,TRUE,5020580004965,,1,Layla Extra Long,FALSE,Layla Extra Long | A&A International Supermarkt,Buy Layla Extra Long at A&A International Supermarkt. Rice & Grains — authentic international products.,active
7-sterne,7 Sterne,<p>7 Sterne — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,2377772013391,,shopify,100,deny,manual,19.00,,TRUE,TRUE,2377772013391,,1,7 Sterne,FALSE,7 Sterne | A&A International Supermarkt,Buy 7 Sterne at A&A International Supermarkt. Rice & Grains — authentic international products.,active
kopfhoerer,Kopfhörer,<p>Kopfhörer — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,2377772013407,,shopify,100,deny,manual,19.99,,TRUE,TRUE,2377772013407,,1,Kopfhörer,FALSE,Kopfhörer | A&A International Supermarkt,Buy Kopfhörer at A&A International Supermarkt. Household — authentic international products.,active
gazi-kaese,Gazi Käse,<p>Gazi Käse — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4002566003576,,shopify,100,deny,manual,5.99,,TRUE,TRUE,4002566003576,,1,Gazi Käse,FALSE,Gazi Käse | A&A International Supermarkt,Buy Gazi Käse at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
tomatemmark,Tomatem/Mark,<p>Tomatem/Mark — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,6261106001375,,shopify,100,deny,manual,2.99,,TRUE,TRUE,6261106001375,,1,Tomatem/Mark,FALSE,Tomatem/Mark | A&A International Supermarkt,Buy Tomatem/Mark at A&A International Supermarkt. Packaged Goods — authentic international products.,active
chipsfrisch-ungarisch,Chipsfrisch Ungarisch,<p>Chipsfrisch Ungarisch — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,4003586100313,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4003586100313,,1,Chipsfrisch Ungarisch,FALSE,Chipsfrisch Ungarisch | A&A International Supermarkt,Buy Chipsfrisch Ungarisch at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
siracha-chilli,Siracha Chilli,<p>Siracha Chilli — Sauces & Condiments</p>,A&A International Supermarkt,Food & Grocery,Sauces & Condiments,"sauces,-condiments",TRUE,Size,Stk,8853662056067,,shopify,100,deny,manual,4.99,,TRUE,TRUE,8853662056067,,1,Siracha Chilli,FALSE,Siracha Chilli | A&A International Supermarkt,Buy Siracha Chilli at A&A International Supermarkt. Sauces & Condiments — authentic international products.,active
sirach-mayo,Sirach Mayo,<p>Sirach Mayo — Sauces & Condiments</p>,A&A International Supermarkt,Food & Grocery,Sauces & Condiments,"sauces,-condiments",TRUE,Size,Stk,8853662056654,,shopify,100,deny,manual,2.79,,TRUE,TRUE,8853662056654,,1,Sirach Mayo,FALSE,Sirach Mayo | A&A International Supermarkt,Buy Sirach Mayo at A&A International Supermarkt. Sauces & Condiments — authentic international products.,active
schwarze-maulbeeren,Schwarze Maulbeeren,<p>Schwarze Maulbeeren — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772013476,,shopify,100,deny,manual,1.00,,TRUE,TRUE,2377772013476,,1,Schwarze Maulbeeren,FALSE,Schwarze Maulbeeren | A&A International Supermarkt,Buy Schwarze Maulbeeren at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
mandeln,Mandeln,<p>Mandeln — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,gramm,2377772013483,,shopify,100,deny,manual,1.60,,TRUE,TRUE,2377772013483,,1,Mandeln,FALSE,Mandeln | A&A International Supermarkt,Buy Mandeln at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
kicherersen,Kicherersen,<p>Kicherersen — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772013490,,shopify,100,deny,manual,0.90,,TRUE,TRUE,2377772013490,,1,Kicherersen,FALSE,Kicherersen | A&A International Supermarkt,Buy Kicherersen at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
gruene-rossinen,Grüne Rossinen,<p>Grüne Rossinen — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772013506,,shopify,100,deny,manual,1.30,,TRUE,TRUE,2377772013506,,1,Grüne Rossinen,FALSE,Grüne Rossinen | A&A International Supermarkt,Buy Grüne Rossinen at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
schwarze-rossinen,,,A&A International Supermarkt,,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772013513,,shopify,100,deny,manual,1.10,,TRUE,TRUE,2377772013513,,,,FALSE,,,active
aprikose,Aprikose,<p>Aprikose — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772013520,,shopify,100,deny,manual,1.40,,TRUE,TRUE,2377772013520,,1,Aprikose,FALSE,Aprikose | A&A International Supermarkt,Buy Aprikose at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
rote-rossinen,Rote Rossinen,<p>Rote Rossinen — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772013537,,shopify,100,deny,manual,0.80,,TRUE,TRUE,2377772013537,,1,Rote Rossinen,FALSE,Rote Rossinen | A&A International Supermarkt,Buy Rote Rossinen at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
walnuesse,Walnüsse,<p>Walnüsse — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772013544,,shopify,100,deny,manual,1.60,,TRUE,TRUE,2377772013544,,1,Walnüsse,FALSE,Walnüsse | A&A International Supermarkt,Buy Walnüsse at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
pflaume,,,A&A International Supermarkt,,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772013551,,shopify,100,deny,manual,1.00,,TRUE,TRUE,2377772013551,,,,FALSE,,,active
aprikosen-mix,Aprikosen Mix,<p>Aprikosen Mix — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772013568,,shopify,100,deny,manual,1.40,,TRUE,TRUE,2377772013568,,1,Aprikosen Mix,FALSE,Aprikosen Mix | A&A International Supermarkt,Buy Aprikosen Mix at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
cashew,Cashew,<p>Cashew — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,gramm,2377772013575,,shopify,100,deny,manual,1.60,,TRUE,TRUE,2377772013575,,1,Cashew,FALSE,Cashew | A&A International Supermarkt,Buy Cashew at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
frucht,Frucht,<p>Frucht — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772013582,,shopify,100,deny,manual,1.00,,TRUE,TRUE,2377772013582,,1,Frucht,FALSE,Frucht | A&A International Supermarkt,Buy Frucht at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
china-green-tea,China Green Tea,<p>China Green Tea — Tea & Coffee</p>,A&A International Supermarkt,Food & Grocery,Tea & Coffee,"tea,-coffee",TRUE,Size,Stk,4260747970158,,shopify,100,deny,manual,3.99,,TRUE,TRUE,4260747970158,,1,China Green Tea,FALSE,China Green Tea | A&A International Supermarkt,Buy China Green Tea at A&A International Supermarkt. Tea & Coffee — authentic international products.,active
redbul-kaktus,Redbul Kaktus,<p>Redbul Kaktus — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,90446832,,shopify,100,deny,manual,1.99,,TRUE,TRUE,90446832,,1,Redbul Kaktus,FALSE,Redbul Kaktus | A&A International Supermarkt,Buy Redbul Kaktus at A&A International Supermarkt. Beverages — authentic international products.,active
redbul-walbeere,Redbul Walbeere,<p>Redbul Walbeere — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,90456220,,shopify,100,deny,manual,1.99,,TRUE,TRUE,90456220,,1,Redbul Walbeere,FALSE,Redbul Walbeere | A&A International Supermarkt,Buy Redbul Walbeere at A&A International Supermarkt. Beverages — authentic international products.,active
auberjine-natur,Auberjine Natur,<p>Auberjine Natur — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,4260367372707,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4260367372707,,1,Auberjine Natur,FALSE,Auberjine Natur | A&A International Supermarkt,Buy Auberjine Natur at A&A International Supermarkt. Canned Goods — authentic international products.,active
mango-maracuja,Mango Maracuja,<p>Mango Maracuja — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,9006900207182,,shopify,100,deny,manual,2.79,,TRUE,TRUE,9006900207182,,1,Mango Maracuja,FALSE,Mango Maracuja | A&A International Supermarkt,Buy Mango Maracuja at A&A International Supermarkt. Beverages — authentic international products.,active
kerrygold-butter,Kerrygold Butter,<p>Kerrygold Butter — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4001954165018,,shopify,100,deny,manual,2.79,,TRUE,TRUE,4001954165018,,1,Kerrygold Butter,FALSE,Kerrygold Butter | A&A International Supermarkt,Buy Kerrygold Butter at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
pfiladelphia,Pfiladelphia,<p>Pfiladelphia — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,7622300315733,,shopify,100,deny,manual,1.79,,TRUE,TRUE,7622300315733,,1,Pfiladelphia,FALSE,Pfiladelphia | A&A International Supermarkt,Buy Pfiladelphia at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
milka-peanut-crisp,Milka Peanut Crisp,<p>Milka Peanut Crisp — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,7622210820310,,shopify,100,deny,manual,1.79,,TRUE,TRUE,7622210820310,,1,Milka Peanut Crisp,FALSE,Milka Peanut Crisp | A&A International Supermarkt,Buy Milka Peanut Crisp at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
milka-tuk,Milka tuk,<p>Milka tuk — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,7622210007476,,shopify,100,deny,manual,1.79,,TRUE,TRUE,7622210007476,,1,Milka tuk,FALSE,Milka tuk | A&A International Supermarkt,Buy Milka tuk at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
milka-oreo,Milka Oreo,<p>Milka Oreo — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,7622300617820,,shopify,100,deny,manual,1.79,,TRUE,TRUE,7622300617820,,1,Milka Oreo,FALSE,Milka Oreo | A&A International Supermarkt,Buy Milka Oreo at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
milka-alpenmilch,Milka Alpenmilch,<p>Milka Alpenmilch — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,7622400719066,,shopify,100,deny,manual,1.79,,TRUE,TRUE,7622400719066,,1,Milka Alpenmilch,FALSE,Milka Alpenmilch | A&A International Supermarkt,Buy Milka Alpenmilch at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
oreo-double-creme,Oreo Double Creme,<p>Oreo Double Creme — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,7622210137234,,shopify,100,deny,manual,2.49,,TRUE,TRUE,7622210137234,,1,Oreo Double Creme,FALSE,Oreo Double Creme | A&A International Supermarkt,Buy Oreo Double Creme at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
oreo-orginal,Oreo Orginal,<p>Oreo Orginal — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8410000810004,,shopify,100,deny,manual,2.49,,TRUE,TRUE,8410000810004,,1,Oreo Orginal,FALSE,Oreo Orginal | A&A International Supermarkt,Buy Oreo Orginal at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
milka-brotaufstrich,Milka Brotaufstrich,<p>Milka Brotaufstrich — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,7622201127206,,shopify,100,deny,manual,3.79,,TRUE,TRUE,7622201127206,,1,Milka Brotaufstrich,FALSE,Milka Brotaufstrich | A&A International Supermarkt,Buy Milka Brotaufstrich at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
eiszeit-kohlensaeure,Eiszeit Kohlensäure,<p>Eiszeit Kohlensäure — Beverages</p>,A&A International Supermarkt,Food & Grocery,Beverages,beverages,TRUE,Size,Stk,4011470701980,,shopify,100,deny,manual,1.45,,TRUE,TRUE,4011470701980,,1,Eiszeit Kohlensäure,FALSE,Eiszeit Kohlensäure | A&A International Supermarkt,Buy Eiszeit Kohlensäure at A&A International Supermarkt. Beverages — authentic international products.,active
grichische-yogurt,Grichische Yogurt,<p>Grichische Yogurt — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,5202234611907,,shopify,100,deny,manual,1.49,,TRUE,TRUE,5202234611907,,1,Grichische Yogurt,FALSE,Grichische Yogurt | A&A International Supermarkt,Buy Grichische Yogurt at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
rote-zwiebel,,,A&A International Supermarkt,,Fresh Produce,fresh-produce,TRUE,Size,Stk,4019066491109,,shopify,100,deny,manual,1.99,,TRUE,TRUE,4019066491109,,,,FALSE,,,active
angebot,ANGEBOT,<p>ANGEBOT — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Stk,8684089030015,,shopify,100,deny,manual,0.99,,TRUE,TRUE,8684089030015,,1,ANGEBOT,FALSE,ANGEBOT | A&A International Supermarkt,Buy ANGEBOT at A&A International Supermarkt. Fresh Produce — authentic international products.,active
kirsche,Kirsche,<p>Kirsche — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,gramm,2377772013773,,shopify,100,deny,manual,1.50,,TRUE,TRUE,2377772013773,,1,Kirsche,FALSE,Kirsche | A&A International Supermarkt,Buy Kirsche at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
